"Term","padj","comparison","cell_type","gene_set","enrich_type","neg_log10_padj"
"nerve development",0.0243732437066761,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.61308666900295
"cell adhesion",0.0243732437066761,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.61308666900295
"anatomical structure development",0.0257395135956326,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.58939966429755
"transmission of nerve impulse",0.0257395135956326,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.58939966429755
"positive regulation of neuron differentiation",0.0261303638636089,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.58285454270829
"regulation of multicellular organismal process",0.0261303638636089,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.58285454270829
"localization",0.0275956478132551,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.55915940633075
"animal organ development",0.0302927205317723,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.51866172175198
"response to hormone",0.0329399256915339,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.48227738488069
"transport",0.0329399256915339,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.48227738488069
"regulation of cell differentiation",0.033831101501885,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.47068386185131
"negative regulation of developmental process",0.0353970183021467,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.45103331959746
"developmental process",0.0353970183021467,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.45103331959746
"response to glucocorticoid",0.0359398201875732,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.44442410006344
"regulation of nervous system process",0.0381711918265141,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.41826427977849
"response to lipid",0.0381711918265141,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.41826427977849
"establishment of localization",0.0381711918265141,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.41826427977849
"cell junction assembly",0.038531018872981,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.41418950681718
"regulation of developmental process",0.0396021040523139,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.40228173947765
"regulation of nervous system development",0.040079903722126,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.39707333037932
"response to corticosteroid",0.040079903722126,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.39707333037932
"action potential",0.0422628986620001,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.37404071954732
"response to oxygen-containing compound",0.0422628986620001,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.37404071954732
"multicellular organismal process",0.0422628986620001,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.37404071954732
"cell differentiation",0.0422628986620001,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.37404071954732
"cellular developmental process",0.0422628986620001,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.37404071954732
"gastrulation",0.0440924216857737,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.35563604778547
"skeletal muscle tissue development",0.0446968198103056,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.34972337592777
"retina development in camera-type eye",0.0455476289236647,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.34153422620297
"regulation of plasma membrane bounded cell projection assembly",0.0457113536683953,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.33997591758598
"regulation of cell projection assembly",0.0462403269164052,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.3349791041401
"neuron migration",0.0462403269164052,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.3349791041401
"negative regulation of cell projection organization",0.0462403269164052,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.3349791041401
"skeletal muscle organ development",0.047276934022537,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.32535069583807
"neuron differentiation",0.00238508224495107,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.6224966405599
"generation of neurons",0.00238508224495107,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.6224966405599
"anatomical structure development",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"cell adhesion",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"neurogenesis",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"neuron projection morphogenesis",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"nervous system development",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"plasma membrane bounded cell projection morphogenesis",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"negative regulation of cell projection organization",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"cell projection morphogenesis",0.00259280224614872,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.58623060574568
"multicellular organism development",0.00265529597789688,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57588706237798
"neuron projection development",0.00265529597789688,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57588706237798
"system development",0.00266630962074962,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57408942027273
"regulation of neuron differentiation",0.00266630962074962,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57408942027273
"developmental process",0.00266630962074962,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57408942027273
"anatomical structure morphogenesis",0.00266630962074962,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57408942027273
"plasma membrane bounded cell projection organization",0.00266630962074962,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.57408942027273
"cell projection organization",0.00300161231915738,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.52264540087463
"cell-cell adhesion via plasma-membrane adhesion molecules",0.00329219289086704,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.48251472723103
"neuron development",0.00384337246076426,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.41528752607002
"transmission of nerve impulse",0.00499530734695855,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.30143778571993
"cellular component organization",0.00582170962317807,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.23494946021573
"animal organ development",0.00622074754839297,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.20615742292425
"cell differentiation",0.00622074754839297,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.20615742292425
"cellular developmental process",0.00622074754839297,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.20615742292425
"response to steroid hormone",0.00633768201123757,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.19806955502097
"negative regulation of developmental process",0.00633768201123757,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.19806955502097
"cellular component organization or biogenesis",0.00633768201123757,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.19806955502097
"positive regulation of myelination",0.00709482759986009,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.1490581531789
"cell morphogenesis",0.00713002066327918,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.14690921153171
"regulation of presynaptic membrane potential",0.00859117887781976,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.06594723838022
"negative regulation of neuron projection development",0.00859117887781976,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.06594723838022
"regulation of plasma membrane bounded cell projection organization",0.00914792921202061,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.03867720468485
"regulation of cell projection organization",0.00948885252103401,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.02278630326438
"regulation of axonogenesis",0.00948885252103401,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",2.02278630326438
"response to progesterone",0.0105770439447919,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.97563569126542
"myelination",0.0130335321278804,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.88493787317676
"ensheathment of neurons",0.0130983802355564,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.88278240650097
"axon ensheathment",0.0130983802355564,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.88278240650097
"neuron projection extension",0.0133245592463107,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.87534714778439
"cell communication",0.0141167129634119,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.85026641575154
"cell motility",0.0145047680423619,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.83848921196492
"multicellular organismal process",0.0150904234646201,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.82129857296348
"negative regulation of microvillus assembly",0.0150904234646201,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.82129857296348
"regulation of thyroid gland epithelial cell proliferation",0.0150904234646201,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.82129857296348
"negative regulation of thyroid gland epithelial cell proliferation",0.0150904234646201,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.82129857296348
"thyroid gland epithelial cell proliferation",0.0150904234646201,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.82129857296348
"regulation of anatomical structure morphogenesis",0.0157577256179241,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.80250646596227
"cell growth",0.0157577256179241,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.80250646596227
"positive regulation of nervous system process",0.016535531786435,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.78158183351711
"cell-cell adhesion",0.0168661937474446,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.77298291509852
"regulation of response to stimulus",0.0168661937474446,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.77298291509852
"negative regulation of axonogenesis",0.0178941440002193,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.74728907206431
"regulation of neuron projection development",0.0180229750205246,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.74417351921963
"regulation of developmental process",0.0181529563291852,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.74105263713482
"regulation of biological process",0.0183303731057468,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.73682869509682
"axon development",0.0183303731057468,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.73682869509682
"regulation of nervous system development",0.0183303731057468,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.73682869509682
"axon regeneration",0.0185292728661707,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.7321416231207
"regulation of myelination",0.0185292728661707,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.7321416231207
"response to ketone",0.0213220319042044,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.67117141114942
"developmental growth involved in morphogenesis",0.0215158710328702,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.66724106756368
"developmental cell growth",0.0215158710328702,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.66724106756368
"regulation of cell motility",0.0215158710328702,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.66724106756368
"neuron projection regeneration",0.0219581001738694,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.65840523797866
"cell migration",0.0223944904798817,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.64985881418795
"biological regulation",0.0232002821247464,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.6345067338817
"response to endogenous stimulus",0.0232002821247464,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.6345067338817
"regulation of signaling",0.023519231643952,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.62857687044634
"regulation of cell communication",0.023519231643952,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.62857687044634
"response to lipid",0.0236504976330387,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.62615971678625
"regulation of locomotion",0.0236504976330387,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.62615971678625
"regulation of response to external stimulus",0.0274196143541714,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.56193865768046
"regulation of cell differentiation",0.0274196143541714,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.56193865768046
"regulation of signal transduction",0.0274196143541714,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.56193865768046
"negative regulation of neuron differentiation",0.0274196143541714,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.56193865768046
"response to axon injury",0.0286345378092076,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.5431098224522
"negative regulation of cellular process",0.0286345378092076,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.5431098224522
"astrocyte differentiation",0.0295176385381116,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.52991838976532
"regulation of axon extension",0.0295176385381116,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.52991838976532
"regulation of cellular process",0.0317684320042086,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.49800422013429
"negative regulation of cellular component organization",0.0317684320042086,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.49800422013429
"regulation of multicellular organismal process",0.0317684320042086,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.49800422013429
"negative regulation of cell differentiation",0.0317684320042086,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.49800422013429
"intracellular signaling cassette",0.0339570582936361,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.46906993981141
"negative regulation of biological process",0.0345532207957847,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.46151146468217
"locomotion",0.0345532207957847,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.46151146468217
"regulation of extent of cell growth",0.0357176881536631,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.44711665881483
"response to hydrogen peroxide",0.0361910975125569,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.44139824650164
"positive regulation of neuron differentiation",0.0361910975125569,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.44139824650164
"response to estradiol",0.0364276005354057,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.43856943453773
"axon extension",0.0401575087414169,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.39623323743214
"regulation of cell growth",0.0405556030091253,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.39194913682038
"response to external stimulus",0.0435292061003885,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.36121925357232
"regulation of neurogenesis",0.0476472829869114,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.321961859295
"response to stimulus",0.049416158128944,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.30613102195007
"transport",0.0497143410172491,"DREXvsHFD","aggSC","Overlap_MS","richR_GO",1.30351831295184
"AGE-RAGE signaling pathway in diabetic complications",0.0133392663434254,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.87486805585904
"Protein digestion and absorption",0.0133392663434254,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.87486805585904
"Amoebiasis",0.0133392663434254,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.87486805585904
"Platelet activation",0.0133392663434254,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.87486805585904
"Relaxin signaling pathway",0.0133392663434254,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.87486805585904
"Diabetic cardiomyopathy",0.0292872765302279,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.53332101216567
"Cytoskeleton in muscle cells",0.0292872765302279,"HFDvsSD","majorSC","Overlap_MS","richR_KEGG",1.53332101216567
"AGE-RAGE signaling pathway in diabetic complications",0.00116309837666227,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.93438355041801
"Protein digestion and absorption",0.00116309837666227,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.93438355041801
"Amoebiasis",0.00116309837666227,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.93438355041801
"Platelet activation",0.00116309837666227,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.93438355041801
"Relaxin signaling pathway",0.00116309837666227,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.93438355041801
"Diabetic cardiomyopathy",0.00262005838385037,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.58168903100791
"Cytoskeleton in muscle cells",0.00262005838385037,"HFDvsSD","majorSC","Overlap_All3","richR_KEGG",2.58168903100791
"Protein digestion and absorption",0.00142549693055314,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",2.84603371349677
"Cytoskeleton in muscle cells",0.00694990277312342,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",2.15802127100576
"AGE-RAGE signaling pathway in diabetic complications",0.0173753304394925,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",1.76006692736038
"Amoebiasis",0.0173753304394925,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",1.76006692736038
"Platelet activation",0.0173753304394925,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",1.76006692736038
"Relaxin signaling pathway",0.0173753304394925,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",1.76006692736038
"Diabetic cardiomyopathy",0.034721418545004,"DRvsHFD","mySC","Overlap_MS","richR_KEGG",1.4594025400139
