"","Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0001553","GO:0001553","luteinization",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"FZD4, MMP2, INHBA"
"GO:0016559","GO:0016559","peroxisome fission",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"PEX11A, ACOX1, PEX19"
"GO:0032351","GO:0032351","negative regulation of hormone metabolic process",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"DKK3, AKR1C3, PDE8B"
"GO:0033604","GO:0033604","negative regulation of catecholamine secretion",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"ADRA2A, SYT11, P2RY1"
"GO:0061370","GO:0061370","testosterone biosynthetic process",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"CYP19A1, AKR1C3, INHBA"
"GO:1901678","GO:1901678","iron coordination entity transport",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"FLVCR2, PGRMC2, SLC22A17"
"GO:1902043","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",12,3,0.25,7.82237936772047,4.29543721291667,0.00575933633658271,0.0421003198639841,"SFRP1, THBS1, PEA15"
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus",122,10,0.0819672131147541,2.5647145467936,3.15043607904709,0.00578276736092834,0.0421003198639841,"DDR2, ANXA1, GAB1, ATP2B4, ITGB1, NTRK2, MAP2K3, ITGB1BP1, ERBB2, VEGFB"
"GO:0001935","GO:0001935","endothelial cell proliferation",203,14,0.0689655172413793,2.15789775661254,3.01382031025094,0.00582037570316141,0.0421003198639841,"SPARC, THBS4, PPARG, HMOX1, STAT5A, COL8A2, COL8A1, CXCL12, THBS1, NR2F2, ITGB1BP1, LOXL2, VEGFB, STAT1"
"GO:0003150","GO:0003150","muscular septum morphogenesis",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"FZD1, FZD2"
"GO:0006499","GO:0006499","N-terminal protein myristoylation",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"NMT2, NMT1"
"GO:0010748","GO:0010748","negative regulation of long-chain fatty acid import across plasma membrane",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"THBS1, AKT2"
"GO:0018377","GO:0018377","protein myristoylation",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"NMT2, NMT1"
"GO:0035583","GO:0035583","sequestering of TGFbeta in extracellular matrix",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"FBN1, FBN2"
"GO:0042701","GO:0042701","progesterone secretion",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"FZD4, INHBA"
"GO:0048014","GO:0048014","Tie signaling pathway",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"SVEP1, ANGPT1"
"GO:0055095","GO:0055095","lipoprotein particle mediated signaling",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"CD36, LPL"
"GO:0055096","GO:0055096","low-density lipoprotein particle mediated signaling",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"CD36, LPL"
"GO:0061073","GO:0061073","ciliary body morphogenesis",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"TSKU, JAG1"
"GO:0071279","GO:0071279","cellular response to cobalt ion",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"SERPINF1, BNIP3"
"GO:0071603","GO:0071603","endothelial cell-cell adhesion",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"THBS4, CYP1B1"
"GO:0090258","GO:0090258","negative regulation of mitochondrial fission",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"PPARG, MAPT"
"GO:0140141","GO:0140141","mitochondrial potassium ion transmembrane transport",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"LETM1, CCDC51"
"GO:0140213","GO:0140213","negative regulation of long-chain fatty acid import into cell",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"THBS1, AKT2"
"GO:1903766","GO:1903766","positive regulation of potassium ion export across plasma membrane",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"KCNIP2, ANO6"
"GO:1904880","GO:1904880","response to hydrogen sulfide",4,2,0.5,15.6447587354409,5.32231636654018,0.00586182710526472,0.0421003198639841,"NQO1, ABCC9"
"GO:0042692","GO:0042692","muscle cell differentiation",429,24,0.0559440559440559,1.75046251585353,2.85700567995419,0.00592113792956086,0.0424799721177427,"IGF1, ADAMTS5, KRT19, PLEC, DMD, SIX1, COL6A1, CSRP1, NEBL, GPX1, MYH11, BHLHE41, CD9, OLFM2, SPEG, DOCK5, ITGB1, ADM, TMOD1, SORBS2, EHD2, ITGA8, NPNT, ACTN4"
"GO:0072001","GO:0072001","renal system development",336,20,0.0595238095238095,1.86247127802868,2.89848817573808,0.00594833508849972,0.0426286560314027,"ANGPT1, LAMA5, GPC3, SERPINF1, SIX1, FBN1, MTSS1, CAT, GFRA1, PTCH1, SFRP1, FOXD1, JAG1, LRP4, AQP1, LRRK2, ACTA2, ITGA8, NPNT, STAT1"
"GO:0002262","GO:0002262","myeloid cell homeostasis",183,13,0.0710382513661202,2.22275260722112,3.02015981742291,0.00606352708078451,0.0433598147166632,"DMTN, ANXA1, MTHFD1, SLC1A5, HMOX1, ALAS2, B2M, INHBA, ALAS1, NCKAP1L, JAM3, SLC4A1, STAT1"
"GO:0141193","GO:0141193","nuclear receptor-mediated signaling pathway",183,13,0.0710382513661202,2.22275260722112,3.02015981742291,0.00606352708078451,0.0433598147166632,"AR, PPARG, NCOA4, SFRP1, PMEPA1, AKR1C3, PPARGC1B, KDM4C, PRCP, RXRA, DAB2, LMO3, ACTN4"
"GO:0010171","GO:0010171","body morphogenesis",52,6,0.115384615384615,3.61032893894791,3.42484149702965,0.00607676485784265,0.0434073463706634,"ASPH, GPC3, MMP2, COL1A1, CLASP2, ZNF281"
"GO:0051224","GO:0051224","negative regulation of protein transport",123,10,0.0813008130081301,2.54386320901479,3.12125056216662,0.00611997763772832,0.0434559902452275,"CD36, ANGPT1, CHP1, INSIG1, ADRA2A, SFRP1, RHBDF1, SNX3, NR1H3, PDE8B"
"GO:0034762","GO:0034762","regulation of transmembrane transport",478,26,0.0543933054393305,1.70194028084295,2.82453764511817,0.00613373015594033,0.0434559902452275,"ACSL1, IGF1, ASPH, FHL1, KCNIP2, GPC3, DMD, CHP1, THY1, ADRA2A, CTSS, ABCC9, ANO6, C3, ATP2B4, ENPP1, SPG7, ITGB1, THBS1, RHOQ, PEA15, AKT2, ANK3, SCN4B, OSBPL8, ACTN4"
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",37,5,0.135135135135135,4.22831317174079,3.57146556020468,0.00613507861293996,0.0434559902452275,"LGMN, B2M, CTSS, THBS1, HLA-DQB1"
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion",37,5,0.135135135135135,4.22831317174079,3.57146556020468,0.00613507861293996,0.0434559902452275,"JAK1, CD9, ANK3, IL6ST, MMRN1"
"GO:0034694","GO:0034694","response to prostaglandin",37,5,0.135135135135135,4.22831317174079,3.57146556020468,0.00613507861293996,0.0434559902452275,"AKR1C2, ACACA, SFRP1, AKR1C3, TNC"
"GO:0045920","GO:0045920","negative regulation of exocytosis",37,5,0.135135135135135,4.22831317174079,3.57146556020468,0.00613507861293996,0.0434559902452275,"ANXA1, ADRA2A, NCKAP1L, ATP9A, CD84"
"GO:0046326","GO:0046326","positive regulation of D-glucose import",37,5,0.135135135135135,4.22831317174079,3.57146556020468,0.00613507861293996,0.0434559902452275,"IGF1, GPC3, RHOQ, AKT2, OSBPL8"
"GO:0046942","GO:0046942","carboxylic acid transport",360,21,0.0583333333333333,1.82522185246811,2.87251023193501,0.00613636060249948,0.0434559902452275,"ACSL1, AKR1C1, CD36, SLC22A3, SLC16A7, PPARG, PLIN2, ANXA1, SLC1A5, ACACB, FABP4, SLC23A2, SLC16A1, SLC38A10, SLC25A1, ITGB1, NTRK2, THBS1, AKT2, SLC1A1, ACSL4"
"GO:0015849","GO:0015849","organic acid transport",361,21,0.0581717451523546,1.82016583625629,2.85895067724277,0.00632700513662147,0.0447579547043921,"ACSL1, AKR1C1, CD36, SLC22A3, SLC16A7, PPARG, PLIN2, ANXA1, SLC1A5, ACACB, FABP4, SLC23A2, SLC16A1, SLC38A10, SLC25A1, ITGB1, NTRK2, THBS1, AKT2, SLC1A1, ACSL4"
"GO:0001659","GO:0001659","temperature homeostasis",184,13,0.0706521739130435,2.21067243000796,2.99856182652079,0.00634031117432194,0.0448039585773437,"ACSL1, CD36, PTGER3, SCD, ADAMTS5, GPX1, EBF2, FABP4, ADIPOR2, PPARGC1B, PRDM16, SQSTM1, NR1H3"
"GO:0022411","GO:0022411","cellular component disassembly",456,25,0.0548245614035088,1.71543407186852,2.81011947016162,0.00646436502791266,0.0455412052484148,"DMTN, ASPH, ADAMTS5, LCP1, PLIN2, DDR2, C1QC, PNPLA2, COL6A1, GSPT1, BOK, BNIP3, GSN, LRP1, STMN1, CTSS, C3, HSPA8, ITGB1, APC2, MMP2, MICAL2, CLASP2, TMOD1, NSF"
"GO:0006690","GO:0006690","icosanoid metabolic process",124,10,0.0806451612903226,2.52334818313563,3.09235186951561,0.00647230004745161,0.0455412052484148,"AKR1C1, AKR1C2, PTGDS, GPX1, EPHX1, GPX4, ACOX1, MGLL, AKR1C3, CYP1B1"
"GO:0030510","GO:0030510","regulation of BMP signaling pathway",124,10,0.0806451612903226,2.52334818313563,3.09235186951561,0.00647230004745161,0.0455412052484148,"PPARG, GPC3, FBN1, FZD1, CHRDL1, FSTL1, HTRA1, SFRP2, SFRP1, FOXD1"
"GO:0072009","GO:0072009","nephron epithelium development",124,10,0.0806451612903226,2.52334818313563,3.09235186951561,0.00647230004745161,0.0455412052484148,"LAMA5, GPC3, SIX1, MTSS1, PTCH1, FOXD1, JAG1, AQP1, NPNT, STAT1"
"GO:0009062","GO:0009062","fatty acid catabolic process",105,9,0.0857142857142857,2.6819586403613,3.14027804109026,0.00648694162285886,0.0455955149713431,"ACAA2, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, PCCB, AKT2, HADHA"
"GO:0010639","GO:0010639","negative regulation of organelle organization",362,21,0.0580110497237569,1.81513775383569,2.84543359212314,0.00652248443778857,0.0457964632273726,"IGF1, DMTN, PPARG, ACAA2, KANK1, MAPT, GPX1, BOK, TJP1, BNIP3, GSN, STMN1, TFRC, TBC1D4, APC2, NUPR1, CLASP2, TMOD1, CLU, LRRK2, S1PR1"
"GO:0007586","GO:0007586","digestion",144,11,0.0763888888888889,2.39017147347014,3.04271381206809,0.00659031416628033,0.0461279738424154,"AKR1C1, CD36, PTGER3, ACO1, AKR1C2, EPB41, ADRA2A, TJP2, AQP1, SLC2A5, NR1H3"
"GO:0031623","GO:0031623","receptor internalization",144,11,0.0763888888888889,2.39017147347014,3.04271381206809,0.00659031416628033,0.0461279738424154,"CD36, ANGPT1, GHR, CD9, LRP1, ITGB2, TFRC, ITGB1, ADM, ANXA2, GRB2"
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction",24,4,0.166666666666667,5.21491957848031,3.75417489345029,0.00659771505611226,0.0461279738424154,"CD36, RASD1, ATP2B4, THBS1"
"GO:0046885","GO:0046885","regulation of hormone biosynthetic process",24,4,0.166666666666667,5.21491957848031,3.75417489345029,0.00659771505611226,0.0461279738424154,"DKK3, ADM, PDE8B, DAB2"
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion",433,24,0.0554272517321016,1.73429196143456,2.80875234165073,0.00661610203330574,0.0461833723408881,"IGF1, TNFRSF21, GPAM, ANXA1, FGL2, B2M, YWHAG, THY1, STAT5A, SOX13, CD276, ITGB2, TFRC, GPNMB, CD4, DTX1, CXCL12, ITGB1, TNIP1, NCKAP1L, ERBB2, HLA-DQB1, IL6ST, SMARCA2"
"GO:0005977","GO:0005977","glycogen metabolic process",87,8,0.0919540229885057,2.87719700881672,3.18873700834113,0.00663629700336603,0.0462015349515525,"PPP1R1A, IGF1, PYGL, GYS1, ENPP1, AKT2, GBE1, IL6ST"
"GO:0048678","GO:0048678","response to axon injury",87,8,0.0919540229885057,2.87719700881672,3.18873700834113,0.00663629700336603,0.0462015349515525,"PTPRF, MAPK8IP3, BNIP3, MATN2, MAP2K1, MMP2, SLC1A1, TNC"
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure",53,6,0.113207547169811,3.54220952500549,3.36747533209212,0.00667183810752156,0.0463509765571066,"AR, SIX1, SFRP1, NTN4, RTN4, LRRK2"
"GO:1901570","GO:1901570","fatty acid derivative biosynthetic process",53,6,0.113207547169811,3.54220952500549,3.36747533209212,0.00667183810752156,0.0463509765571066,"ACSL1, FASN, ACACA, ELOVL5, AACS, ACSL4"
"GO:0003007","GO:0003007","heart morphogenesis",272,17,0.0625,1.95559484193012,2.88445873184538,0.00675149645280694,0.046854958522852,"ADAMTS5, SOS1, SIX1, FZD1, FZD2, FGFRL1, PTCH1, SLIT3, SFRP2, TNNC1, ABCC9, CPE, PKP2, JAG1, RTN4, MICAL2, S1PR1"
"GO:0002573","GO:0002573","myeloid leukocyte differentiation",250,16,0.064,2.00252911813644,2.89944893422422,0.00678545370043502,0.0470410506011211,"PPARG, GPC3, C1QC, FBN1, FASN, STAT5A, SFRP1, TFRC, CD4, PPARGC1B, PRDM16, FOS, INHBA, SH3PXD2A, ANXA2, PDE1B"
"GO:0046660","GO:0046660","female sex differentiation",125,10,0.08,2.50316139767055,3.06373451081044,0.00684017698197697,0.0473705632001055,"IDH1, FZD4, UBB, SLIT3, SFRP1, CYP19A1, NUPR1, MMP2, INHBA, NR2F2"
"GO:0071398","GO:0071398","cellular response to fatty acid",38,5,0.131578947368421,4.11704177248446,3.49474858399076,0.00688278094384494,0.0475377272019281,"AKR1C1, AKR1C2, PDK4, LPL, AKR1C3"
"GO:1900181","GO:1900181","negative regulation of protein localization to nucleus",38,5,0.131578947368421,4.11704177248446,3.49474858399076,0.00688278094384494,0.0475377272019281,"CD36, ANGPT1, CHP1, DCLK1, YWHAZ"
"GO:0045165","GO:0045165","cell fate commitment",295,18,0.0610169491525424,1.90919089652839,2.85984055845662,0.00688596898734276,0.0475377272019281,"PPARG, SIX1, EBF2, JAK1, STAT5A, PRRX1, SOX13, PTCH1, SFRP2, SFRP1, ITGB1, NFIB, APC2, JAG1, NR2F2, TOX, IL6ST, TBX15"
"GO:0032526","GO:0032526","response to retinoic acid",106,9,0.0849056603773585,2.65665714375412,3.1078161789548,0.00689408764127173,0.0475439384349902,"FZD4, SERPINF1, PTCH1, TFRC, MMP2, COL1A1, AQP1, RXRA, TNC"
"GO:0043627","GO:0043627","response to estrogen",70,7,0.1,3.12895174708819,3.24240255797838,0.00691856812975498,0.0476628553374124,"AR, KRT19, NCOA4, HSP90AA1, SFRP1, ABCC9, MMP2"
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly",145,11,0.0758620689655172,2.3736875322738,3.0171373547478,0.00693232218574885,0.0477077052406917,"DMTN, KANK1, CRYAB, GSN, DACT1, STMN1, HSPA8, TMOD1, JAM3, ZNF827, CLU"
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process",88,8,0.0909090909090909,2.84450158826199,3.15123791572058,0.00710153778860786,0.0488212190770056,"ASAH1, DKK3, INSIG1, SREBF2, AKR1C3, ADM, PDE8B, DAB2"
"GO:0007548","GO:0007548","sex differentiation",296,18,0.0608108108108108,1.90274092728336,2.8444378828676,0.00712134936986727,0.0489063680395681,"IDH1, FZD4, AR, NCOA4, BOK, UBB, DHCR24, GFRA1, SLIT3, SFRP2, SFRP1, CYP19A1, AKR1C3, NUPR1, MMP2, CYP1B1, INHBA, NR2F2"
"GO:0046034","GO:0046034","ATP metabolic process",230,15,0.0652173913043478,2.04062070462273,2.88516671444997,0.00728515566118186,0.0495383018995147,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, NUPR1, HK1, SLC4A1, LDHA"
"GO:1900180","GO:1900180","regulation of protein localization to nucleus",146,11,0.0753424657534247,2.3574293984911,2.99177163327544,0.00728804935505947,0.0495383018995147,"CD36, ANGPT1, ORMDL3, CHP1, HSP90AA1, JAK1, DCLK1, TRIM8, TFRC, KAT7, YWHAZ"
"GO:0006544","GO:0006544","glycine metabolic process",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"AMT, SHMT1, PHGDH"
"GO:0010917","GO:0010917","negative regulation of mitochondrial membrane potential",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"MAPT, BNIP3, BNIP3L"
"GO:0032905","GO:0032905","transforming growth factor beta1 production",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"COL3A1, TSKU, THBS1"
"GO:0035022","GO:0035022","positive regulation of Rac protein signal transduction",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"RTN4, LRP4, AUTS2"
"GO:0042373","GO:0042373","vitamin K metabolic process",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"VKORC1L1, NQO1, AIFM2"
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"IGF1, AR, IGFBP3"
"GO:0052803","GO:0052803","imidazole-containing compound metabolic process",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"SLC22A3, CARNS1, HNMT"
"GO:0060670","GO:0060670","branching involved in labyrinthine layer morphogenesis",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"ADM, FZD5, GRB2"
"GO:0061684","GO:0061684","chaperone-mediated autophagy",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"HSP90AA1, HSPA8, CLU"
"GO:0070828","GO:0070828","heterochromatin organization",13,3,0.230769230769231,7.22065787789581,4.07662191575343,0.00731114932376682,0.0495383018995147,"SETD7, PRDM16, LOXL2"
